ID,Abdullah Yusuf Ali,tag_1,tag_2
2|263,"Kind words and the covering of faults are better than charity followed by injury. Allah is free of all wants, and He is Most-Forbearing.",,"['divine-forgiveness', 'generosity-giving']"
2|264,"O ye who believe! cancel not your charity by reminders of your generosity or by injury,- like those who spend their substance to be seen of men, but believe neither in Allah nor in the Last Day. They are in parable like a hard, barren rock, on which is a little soil: on it falls heavy rain, which leaves it (Just) a bare stone. They will be able to do nothing with aught they have earned. And Allah guideth not those who reject faith.",,"['hypocrisy-warning', 'charity-acceptance']"
2|265,"And the likeness of those who spend their substance, seeking to please Allah and to strengthen their souls, is as a garden, high and fertile: heavy rain falls on it but makes it yield a double increase of harvest, and if it receives not Heavy rain, light moisture sufficeth it. Allah seeth well whatever ye do.",,"['Divine-Reward', 'Spiritual-Growth']"
2|266,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up? Thus doth Allah make clear to you (His) Signs; that ye may consider.",,"['Divine Warning', 'Spiritual Reflection']"
2|267,"O ye who believe! Give of the good things which ye have (honourably) earned, and of the fruits of the earth which We have produced for you, and do not even aim at getting anything which is bad, in order that out of it ye may give away something, when ye yourselves would not receive it except with closed eyes. And know that Allah is Free of all wants, and worthy of all praise.",,"['generosity-giving', 'divine-providence']"
2|268,The Evil one threatens you with poverty and bids you to conduct unseemly. Allah promiseth you His forgiveness and bounties. And Allah careth for all and He knoweth all things.,,"['divine-forgiveness', 'spiritual-struggle']"
2|269,He granteth wisdom to whom He pleaseth; and he to whom wisdom is granted receiveth indeed a benefit overflowing; but none will grasp the Message but men of understanding.,,"['Divine Wisdom', 'Spiritual Understanding']"
2|270,"And whatever ye spend in charity or devotion, be sure Allah knows it all. But the wrong-doers have no helpers.",,"['divine-knowledge', 'divine-justice']"
2|271,"If ye disclose (acts of) charity, even so it is well, but if ye conceal them, and make them reach those (really) in need, that is best for you: It will remove from you some of your (stains of) evil. And Allah is well acquainted with what ye do.",,
2|272,"It is not required of thee (O Messenger), to set them on the right path, but Allah sets on the right path whom He pleaseth. Whatever of good ye give benefits your own souls, and ye shall only do so seeking the ""Face"" of Allah. Whatever good ye give, shall be rendered back to you, and ye shall not Be dealt with unjustly.",,"['divine-guidance', 'selfless-giving']"
2|273,"(Charity is) for those in need, who, in Allah's cause are restricted (from travel), and cannot move about in the land, seeking (For trade or work): the ignorant man thinks, because of their modesty, that they are free from want. Thou shalt know them by their (Unfailing) mark: They beg not importunately from all the sundry. And whatever of good ye give, be assured Allah knoweth it well.",,"['charity-need', 'divine-knowledge']"
2|274,"Those who (in charity) spend of their goods by night and by day, in secret and in public, have their reward with their Lord: on them shall be no fear, nor shall they grieve.",,"['divine-reward', 'generosity-giving']"
2|275,"Those who devour usury will not stand except as stand one whom the Evil one by his touch Hath driven to madness. That is because they say: ""Trade is like usury,"" but Allah hath permitted trade and forbidden usury. Those who after receiving direction from their Lord, desist, shall be pardoned for the past; their case is for Allah (to judge); but those who repeat (The offence) are companions of the Fire: They will abide therein (for ever).",,"['Divine Justice', 'Moral Accountability']"
2|276,"Allah will deprive usury of all blessing, but will give increase for deeds of charity: For He loveth not creatures ungrateful and wicked.",,"['divine-justice', 'divine-love']"
2|277,"Those who believe, and do deeds of righteousness, and establish regular prayers and regular charity, will have their reward with their Lord: on them shall be no fear, nor shall they grieve.",,"['Divine-Reward', 'Righteous-Living']"
2|278,"O ye who believe! Fear Allah, and give up what remains of your demand for usury, if ye are indeed believers.",,"['divine-obedience', 'economic-justice']"
2|279,"If ye do it not, Take notice of war from Allah and His Messenger: But if ye turn back, ye shall have your capital sums: Deal not unjustly, and ye shall not be dealt with unjustly.",,"['divine-justice', 'financial-ethics']"
2|280,"If the debtor is in a difficulty, grant him time Till it is easy for him to repay. But if ye remit it by way of charity, that is best for you if ye only knew.",,"['charity-compassion', 'divine-mercy']"
2|281,"And fear the Day when ye shall be brought back to Allah. Then shall every soul be paid what it earned, and none shall be dealt with unjustly.",,"['divine-justice', 'day-judgment']"
2|282,"O ye who believe! When ye deal with each other, in transactions involving future obligations in a fixed period of time, reduce them to writing Let a scribe write down faithfully as between the parties: let not the scribe refuse to write: as Allah Has taught him, so let him write. Let him who incurs the liability dictate, but let him fear His Lord Allah, and not diminish aught of what he owes. If they party liable is mentally deficient, or weak, or unable Himself to dictate, Let his guardian dictate faithfully, and get two witnesses, out of your own men, and if there are not two men, then a man and two women, such as ye choose, for witnesses, so that if one of them errs, the other can remind her. The witnesses should not refuse when they are called on (For evidence). Disdain not to reduce to writing (your contract) for a future period, whether it be small or big: it is juster in the sight of Allah, More suitable as evidence, and more convenient to prevent doubts among yourselves but if it be a transaction which ye carry out on the spot among yourselves, there is no blame on you if ye reduce it not to writing. But take witness whenever ye make a commercial contract; and let neither scribe nor witness suffer harm. If ye do (such harm), it would be wickedness in you. So fear Allah; For it is Good that teaches you. And Allah is well acquainted with all things. If ye are on a journey, and cannot find a scribe, a pledge with possession (may serve the purpose). And if one of you deposits a thing on trust with another, let the trustee (faithfully) discharge his trust, and let him Fear his Lord conceal not evidence; for whoever conceals it, - his heart is tainted with sin. And Allah knoweth all that ye do.",,
2|283,"If ye are on a journey, and cannot find a scribe, a pledge with possession (may serve the purpose). And if one of you deposits a thing on trust with another, Let the trustee (Faithfully) discharge His trust, and let him fear his Lord. Conceal not evidence; for whoever conceals it,- His heart is tainted with sin. And Allah Knoweth all that ye do.",,"['trust-integrity', 'divine-accountability']"
2|284,"To Allah belongeth all that is in the heavens and on earth. Whether ye show what is in your minds or conceal it, Allah Calleth you to account for it. He forgiveth whom He pleaseth, and punisheth whom He pleaseth, for Allah hath power over all things.",,"['divine-omniscience', 'allah-power']"
2|285,"The Messenger believeth in what hath been revealed to him from his Lord, as do the men of faith. Each one (of them) believeth in Allah, His angels, His books, and His messengers. ""We make no distinction (they say) between one and another of His messengers."" And they say: ""We hear, and we obey: (We seek) Thy forgiveness, our Lord, and to Thee is the end of all journeys.""",,"['faith-obedience', 'divine-forgiveness']"
2|286,"On no soul doth Allah Place a burden greater than it can bear. It gets every good that it earns, and it suffers every ill that it earns. (Pray:) ""Our Lord! Condemn us not if we forget or fall into error; our Lord! Lay not on us a burden Like that which Thou didst lay on those before us; Our Lord! Lay not on us a burden greater than we have strength to bear. Blot out our sins, and grant us forgiveness. Have mercy on us. Thou art our Protector; Help us against those who stand against faith.""",,"['divine-mercy', 'personal-responsibility']"
3|1,A. L. M.,,"['divine-revelation', 'scriptural-authenticity']"
3|2,"Allah! There is no god but He,-the Living, the Self-Subsisting, Eternal.",,"['Divine Uniqueness', ""Allah's Attributes""]"
3|3,"It is He Who sent down to thee (step by step), in truth, the Book, confirming what went before it; and He sent down the Law (of Moses) and the Gospel (of Jesus) before this, as a guide to mankind, and He sent down the criterion (of judgment between right and wrong).",,"['divine-revelation', 'guidance-mankind']"
3|4,"Then those who reject Faith in the Signs of Allah will suffer the severest penalty, and Allah is Exalted in Might, Lord of Retribution.",,"['divine-justice', 'allah-power']"
3|5,"From Allah, verily nothing is hidden on earth or in the heavens.",,"['Divine Omniscience', ""Allah's Knowledge""]"
3|6,"He it is Who shapes you in the wombs as He pleases. There is no god but He, the Exalted in Might, the Wise.",,"['Divine Power', 'Allah Attributes']"
3|7,"He it is Who has sent down to thee the Book: In it are verses basic or fundamental (of established meaning); they are the foundation of the Book: others are allegorical. But those in whose hearts is perversity follow the part thereof that is allegorical, seeking discord, and searching for its hidden meanings, but no one knows its hidden meanings except Allah. And those who are firmly grounded in knowledge say: ""We believe in the Book; the whole of it is from our Lord:"" and none will grasp the Message except men of understanding.",,"['Divine-Revelation', 'Knowledge-Understanding']"
3|8,"Our Lord! (they say), ""Let not our hearts deviate now after Thou hast guided us, but grant us mercy from Thine own Presence; for Thou art the Grantor of bounties without measure.",,"['divine-guidance', 'allah-mercy']"
3|9,Our Lord! Thou art He that will gather mankind Together against a day about which there is no doubt; for Allah never fails in His promise.,,"['divine-justice', 'day-judgment']"
3|10,"Those who reject Faith,- neither their possessions nor their (numerous) progeny will avail them aught against Allah: They are themselves but fuel for the Fire.",,"['divine-justice', 'hell-warning']"
3|11,"(Their plight will be) no better than that of the people of Pharaoh, and their predecessors: They denied our Signs, and Allah called them to account for their sins. For Allah is strict in punishment.",,"['divine-justice', 'hell-warning']"
3|12,"Say to those who reject Faith: ""Soon will ye be vanquished and gathered together to Hell,-an evil bed indeed (to lie on)!",,"['divine-justice', 'hell-warning']"
3|13,"There has already been for you a Sign in the two armies that met (in combat): One was fighting in the cause of Allah, the other resisting Allah; these saw with their own eyes Twice their number. But Allah doth support with His aid whom He pleaseth. In this is a warning for such as have eyes to see.",,"['divine-support', 'spiritual-wisdom']"
3|14,Fair in the eyes of men is the love of things they covet: Women and sons; Heaped-up hoards of gold and silver; horses branded (for blood and excellence); and (wealth of) cattle and well-tilled land. Such are the possessions of this world's life; but in nearness to Allah is the best of the goals (To return to).,,"['worldly-attachments', 'spiritual-priorities']"
3|15,"Say: Shall I give you glad tidings of things Far better than those? For the righteous are Gardens in nearness to their Lord, with rivers flowing beneath; therein is their eternal home; with companions pure (and holy); and the good pleasure of Allah. For in Allah's sight are (all) His servants,-",,"['divine-reward', 'righteous-reward']"
3|16,"(Namely), those who say: ""Our Lord! we have indeed believed: forgive us, then, our sins, and save us from the agony of the Fire;""-",,"['allah-forgiveness', 'divine-mercy']"
3|17,"Those who show patience, Firmness and self-control; who are true (in word and deed); who worship devoutly; who spend (in the way of Allah); and who pray for forgiveness in the early hours of the morning.",,"['righteous-character', 'spiritual-devotion']"
3|18,"There is no god but He: That is the witness of Allah, His angels, and those endued with knowledge, standing firm on justice. There is no god but He, the Exalted in Power, the Wise.",,"['Divine-Oneness', 'Divine-Justice']"
3|19,"The Religion before Allah is Islam (submission to His Will): Nor did the People of the Book dissent therefrom except through envy of each other, after knowledge had come to them. But if any deny the Signs of Allah, Allah is swift in calling to account.",,"['Divine Sovereignty', 'Divine Justice']"
3|20,"So if they dispute with thee, say: ""I have submitted My whole self to Allah and so have those who follow me."" And say to the People of the Book and to those who are unlearned: ""Do ye (also) submit yourselves?"" If they do, they are in right guidance, but if they turn back, Thy duty is to convey the Message; and in Allah's sight are (all) His servants.",,"['Divine Submission', 'Guidance Responsibility']"
3|21,"As to those who deny the Signs of Allah and in defiance of right, slay the prophets, and slay those who teach just dealing with mankind, announce to them a grievous penalty.",,"['Divine Justice', 'Prophetic Rejection']"
3|22,They are those whose works will bear no fruit in this world and in the Hereafter nor will they have anyone to help.,,"['Divine Justice', 'Rejection Consequences']"
3|23,"Hast thou not turned Thy vision to those who have been given a portion of the Book? They are invited to the Book of Allah, to settle their dispute, but a party of them Turn back and decline (The arbitration).",,"['Divine Guidance', 'Rejection of Truth']"
3|24,"This because they say: ""The Fire shall not touch us but for a few numbered days"": For their forgeries deceive them as to their own religion.",,"['divine-deception', 'false-assurance']"
3|25,"But how (will they fare) when we gather them together against a day about which there is no doubt, and each soul will be paid out just what it has earned, without (favour or) injustice?",,"['divine-justice', 'day-judgment']"
3|26,"Say: ""O Allah! Lord of Power (And Rule), Thou givest power to whom Thou pleasest, and Thou strippest off power from whom Thou pleasest: Thou enduest with honour whom Thou pleasest, and Thou bringest low whom Thou pleasest: In Thy hand is all good. Verily, over all things Thou hast power.",,"['allah-power', 'divine-sovereignty']"
3|27,"Thou causest the night to gain on the day, and thou causest the day to gain on the night; Thou bringest the Living out of the dead, and Thou bringest the dead out of the Living; and Thou givest sustenance to whom Thou pleasest, without measure.",,"['allah-power', 'divine-provision']"
3|28,"Let not the believers Take for friends or helpers Unbelievers rather than believers: if any do that, in nothing will there be help from Allah: except by way of precaution, that ye may Guard yourselves from them. But Allah cautions you (To remember) Himself; for the final goal is to Allah.",,"['Divine Warning', 'Faithful Allegiance']"
3|29,"Say: ""Whether ye hide what is in your hearts or reveal it, Allah knows it all: He knows what is in the heavens, and what is on earth. And Allah has power over all things.",,"['Divine Omniscience', 'Allah Power']"
3|30,"On the Day when every soul will be confronted with all the good it has done, and all the evil it has done, it will wish there were a great distance between it and its evil. But Allah cautions you (To remember) Himself. And Allah is full of kindness to those that serve Him.",,"['divine-justice', 'allah-mercy']"
3|31,"Say: ""If ye do love Allah, Follow me: Allah will love you and forgive you your sins: For Allah is Oft-Forgiving, Most Merciful.""",,"['divine-love', 'allah-forgiveness']"
3|32,"Say: ""Obey Allah and His Messenger"": But if they turn back, Allah loveth not those who reject Faith.",,"['divine-obedience', 'faith-rejection']"
3|33,"Allah did choose Adam and Noah, the family of Abraham, and the family of 'Imran above all people,-",,"['Divine Selection', 'Prophetic Lineage']"
3|34,"Offspring, one of the other: And Allah heareth and knoweth all things.",,"['Divine Omniscience', 'Family Ties']"
3|35,"Behold! a woman of 'Imran said: ""O my Lord! I do dedicate unto Thee what is in my womb for Thy special service: So accept this of me: For Thou hearest and knowest all things.""",,"['Divine Devotion', 'Spiritual Commitment']"
3|36,"When she was delivered, she said: ""O my Lord! Behold! I am delivered of a female child!""- and Allah knew best what she brought forth- ""And no wise is the male Like the female. I have named her Mary, and I commend her and her offspring to Thy protection from the Evil One, the Rejected.""",,"['Divine Providence', 'Faithful Devotion']"
3|37,"Right graciously did her Lord accept her: He made her grow in purity and beauty: To the care of Zakariya was she assigned. Every time that he entered (Her) chamber to see her, He found her supplied with sustenance. He said: ""O Mary! Whence (comes) this to you?"" She said: ""From Allah: for Allah Provides sustenance to whom He pleases without measure.""",,"['divine-provision', 'spiritual-growth']"
3|38,"There did Zakariya pray to his Lord, saying: ""O my Lord! Grant unto me from Thee a progeny that is pure: for Thou art He that heareth prayer!",,"['divine-mercy', 'prophet-supplications']"
3|39,"While he was standing in prayer in the chamber, the angels called unto him: ""Allah doth give thee glad tidings of Yahya, witnessing the truth of a Word from Allah, and (be besides) noble, chaste, and a prophet,- of the (goodly) company of the righteous.""",,"['divine-glad-tidings', 'prophetic-examples']"
3|40,"He said: ""O my Lord! How shall I have son, seeing I am very old, and my wife is barren?"" ""Thus,"" was the answer, ""Doth Allah accomplish what He willeth.""",,"['allah-power', 'divine-will']"
3|41,"He said: ""O my Lord! Give me a Sign!"" ""Thy Sign,"" was the answer, ""Shall be that thou shalt speak to no man for three days but with signals. Then celebrate the praises of thy Lord again and again, and glorify Him in the evening and in the morning.""",,"['Divine-Communication', 'Spiritual-Testing']"
3|42,"Behold! the angels said: ""O Mary! Allah hath chosen thee and purified thee- chosen thee above the women of all nations.",,"['divine-favor', 'spiritual-excellence']"
3|43,"O Mary! worship Thy Lord devoutly: Prostrate thyself, and bow down (in prayer) with those who bow down.",,"['spiritual-connection', 'worship-devotion']"
3|44,"This is part of the tidings of the things unseen, which We reveal unto thee (O Messenger!) by inspiration: Thou wast not with them when they cast lots with arrows, as to which of them should be charged with the care of Mary: Nor wast thou with them when they disputed (the point).",,"['divine-revelation', 'prophetic-knowledge']"
3|45,"Behold! the angels said: ""O Mary! Allah giveth thee glad tidings of a Word from Him: his name will be Christ Jesus, the son of Mary, held in honour in this world and the Hereafter and of (the company of) those nearest to Allah;",,"['divine-announcement', 'prophet-status']"
3|46,He shall speak to the people in childhood and in maturity. And he shall be (of the company) of the righteous.,,"['Divine Gift', 'Righteous Character']"
3|47,"She said: ""O my Lord! How shall I have a son when no man hath touched me?"" He said: ""Even so: Allah createth what He willeth: When He hath decreed a plan, He but saith to it, 'Be,' and it is!",,"['divine-power', 'allah-creation']"
3|48,"And Allah will teach him the Book and Wisdom, the Law and the Gospel,",,"['Divine Guidance', 'Prophetic Knowledge']"
3|49,"And (appoint him) a messenger to the Children of Israel, (with this message): 'I have come to you, with a Sign from your Lord, in that I make for you out of clay, as it were, the figure of a bird, and breathe into it, and it becomes a bird by Allah's leave: And I heal those born blind, and the lepers, and I quicken the dead, by Allah's leave; and I declare to you what ye eat, and what ye store in your houses. Surely therein is a Sign for you if ye did believe;",,"['divine-power', 'prophet-miracles']"
3|50,"(I have come to you), to attest the Law which was before me. And to make lawful to you part of what was (Before) forbidden to you; I have come to you with a Sign from your Lord. So fear Allah, and obey me.",,"['prophet-teachings', 'divine-authority']"
3|51,It is Allah Who is my Lord and your Lord; then worship Him. This is a Way that is straight.',,"['Divine Sovereignty', 'Straight Path']"
3|52,"When Jesus found Unbelief on their part He said: ""Who will be My helpers to (the work of) Allah?"" Said the disciples: ""We are Allah's helpers: We believe in Allah, and do thou bear witness that we are Muslims.",,"['Faithful Devotion', 'Divine Support']"
3|53,"Our Lord! we believe in what Thou hast revealed, and we follow the Messenger; then write us down among those who bear witness.",,"['Divine Faith', 'Spiritual Witness']"
3|54,"And (the unbelievers) plotted and planned, and Allah too planned, and the best of planners is Allah.",,"['Divine Justice', 'Allah Power']"
3|55,"Behold! Allah said: ""O Jesus! I will take thee and raise thee to Myself and clear thee (of the falsehoods) of those who blaspheme; I will make those who follow thee superior to those who reject faith, to the Day of Resurrection: Then shall ye all return unto me, and I will judge between you of the matters wherein ye dispute.",,"['divine-intervention', 'divine-justice']"
3|56,"As to those who reject faith, I will punish them with terrible agony in this world and in the Hereafter, nor will they have anyone to help.",,"['divine-justice', 'hell-warning']"
3|57,"As to those who believe and work righteousness, Allah will pay them (in full) their reward; but Allah loveth not those who do wrong.",,"['divine-reward', 'divine-justice']"
3|58,This is what we rehearse unto thee of the Signs and the Message of Wisdom.,,"['divine-revelation', 'wisdom-communication']"
3|59,"The similitude of Jesus before Allah is as that of Adam; He created him from dust, then said to him: ""Be"". And he was.",,"['divine-power', 'prophetic-examples']"
3|60,The Truth (comes) from Allah alone; so be not of those who doubt.,,"['Divine-Truth', 'Certainty-Faith']"
3|61,"If any one disputes in this matter with thee, now after (full) knowledge Hath come to thee, say: ""Come! let us gather together,- our sons and your sons, our women and your women, ourselves and yourselves: Then let us earnestly pray, and invoke the curse of Allah on those who lie!""",,"['Divine Judgment', 'Truth Assertion']"
3|62,"This is the true account: There is no god except Allah; and Allah-He is indeed the Exalted in Power, the Wise.",,"['Divine Oneness', 'Allah Attributes']"
3|63,"But if they turn back, Allah hath full knowledge of those who do mischief.",,"['Divine Omniscience', 'Divine Justice']"
3|64,"Say: ""O People of the Book! come to common terms as between us and you: That we worship none but Allah; that we associate no partners with him; that we erect not, from among ourselves, Lords and patrons other than Allah."" If then they turn back, say ye: ""Bear witness that we (at least) are Muslims (bowing to Allah's Will).",,"['monotheistic-worship', 'interfaith-dialogue']"
3|65,"Ye People of the Book! Why dispute ye about Abraham, when the Law and the Gospel Were not revealed Till after him? Have ye no understanding?",,"['faith-dispute', 'prophetic-legacy']"
3|66,"Ah! Ye are those who fell to disputing (Even) in matters of which ye had some knowledge! but why dispute ye in matters of which ye have no knowledge? It is Allah Who knows, and ye who know not!",,"['Divine Knowledge', 'Blind Dispute']"
3|67,"Abraham was not a Jew nor yet a Christian; but he was true in Faith, and bowed his will to Allah's (Which is Islam), and he joined not gods with Allah.",,"['True Faith', 'Monotheistic Devotion']"
3|68,"Without doubt, among men, the nearest of kin to Abraham, are those who follow him, as are also this Prophet and those who believe: And Allah is the Protector of those who have faith.",,"['Faithful Followers', 'Divine Protection']"
3|69,"It is the wish of a section of the People of the Book to lead you astray. But they shall lead astray (Not you), but themselves, and they do not perceive!",,"['Deception-Warning', 'Divine-Protection']"
3|70,"Ye People of the Book! Why reject ye the Signs of Allah, of which ye are (Yourselves) witnesses?",,"['Divine-Rejection', 'Truth-Denial']"
3|71,"Ye People of the Book! Why do ye clothe Truth with falsehood, and conceal the Truth, while ye have knowledge?",,"['honesty-truth', 'divine-justice']"
3|72,"A section of the People of the Book say: ""Believe in the morning what is revealed to the believers, but reject it at the end of the day; perchance they may (themselves) Turn back;",,"['hypocrisy-warning', 'faith-inconsistency']"
3|73,"And believe no one unless he follows your religion. Say: ""True guidance is the Guidance of Allah: (Fear ye) Lest a revelation be sent to someone (else) Like unto that which was sent unto you? or that those (Receiving such revelation) should engage you in argument before your Lord?"" Say: ""All bounties are in the hand of Allah: He granteth them to whom He pleaseth: And Allah careth for all, and He knoweth all things.""",,"['Divine Guidance', 'Allah Sovereignty']"
3|74,For His Mercy He specially chooseth whom He pleaseth; for Allah is the Lord of bounties unbounded.,,"['allah-mercy', 'divine-love']"
3|75,"Among the People of the Book are some who, if entrusted with a hoard of gold, will (readily) pay it back; others, who, if entrusted with a single silver coin, will not repay it unless thou constantly stoodest demanding, because, they say, ""there is no call on us (to keep faith) with these ignorant (Pagans)."" but they tell a lie against Allah, and (well) they know it.",,"['Honesty-Integrity', 'Divine-Accountability']"
3|76,"Nay.- Those that keep their plighted faith and act aright,-verily Allah loves those who act aright.",,"['divine-love', 'righteous-living']"
3|77,"As for those who sell the faith they owe to Allah and their own plighted word for a small price, they shall have no portion in the Hereafter: Nor will Allah (Deign to) speak to them or look at them on the Day of Judgment, nor will He cleans them (of sin): They shall have a grievous penalty.",,"['Divine Justice', 'Faith Betrayal']"
3|78,"There is among them a section who distort the Book with their tongues: (As they read) you would think it is a part of the Book, but it is no part of the Book; and they say, ""That is from Allah,"" but it is not from Allah: It is they who tell a lie against Allah, and (well) they know it!",,"['Divine Deception', 'Scriptural Corruption']"
3|79,"It is not (possible) that a man, to whom is given the Book, and Wisdom, and the prophetic office, should say to people: ""Be ye my worshippers rather than Allah's"": on the contrary (He would say) ""Be ye worshippers of Him Who is truly the Cherisher of all: For ye have taught the Book and ye have studied it earnestly.""",,"['Prophetic Integrity', 'Divine Worship']"
3|80,Nor would he instruct you to take angels and prophets for Lords and patrons. What! would he bid you to unbelief after ye have bowed your will (To Allah in Islam)?,,"['Divine Sovereignty', 'Prophetic Integrity']"
3|81,"Behold! Allah took the covenant of the prophets, saying: ""I give you a Book and Wisdom; then comes to you a messenger, confirming what is with you; do ye believe in him and render him help."" Allah said: ""Do ye agree, and take this my Covenant as binding on you?"" They said: ""We agree."" He said: ""Then bear witness, and I am with you among the witnesses.""",,"['Prophetic Covenant', 'Divine Authority']"
3|82,"If any turn back after this, they are perverted transgressors.",,"['Divine Judgment', 'Moral Accountability']"
3|83,"Do they seek for other than the Religion of Allah?-while all creatures in the heavens and on earth have, willing or unwilling, bowed to His Will (Accepted Islam), and to Him shall they all be brought back.",,"['Divine Sovereignty', 'Universal Submission']"
3|84,"Say: ""We believe in Allah, and in what has been revealed to us and what was revealed to Abraham, Isma'il, Isaac, Jacob, and the Tribes, and in (the Books) given to Moses, Jesus, and the prophets, from their Lord: We make no distinction between one and another among them, and to Allah do we bow our will (in Islam).""",,"['Divine-Revelation', 'Prophetic-Unity']"
3|85,"If anyone desires a religion other than Islam (submission to Allah), never will it be accepted of him; and in the Hereafter He will be in the ranks of those who have lost (All spiritual good).",,"['divine-acceptance', 'spiritual-loss']"
3|86,How shall Allah Guide those who reject Faith after they accepted it and bore witness that the Messenger was true and that Clear Signs had come unto them? but Allah guides not a people unjust.,,"['Divine Justice', 'Faith Rejection']"
3|87,"Of such the reward is that on them (rests) the curse of Allah, of His angels, and of all mankind;-",,"['divine-justice', 'divine-curse']"
3|88,"In that will they dwell; nor will their penalty be lightened, nor respite be (their lot);-",,"['divine-justice', 'hell-warning']"
3|89,"Except for those that repent (Even) after that, and make amends; for verily Allah is Oft-Forgiving, Most Merciful.",,"['allah-forgiveness', 'divine-mercy']"
3|90,"But those who reject Faith after they accepted it, and then go on adding to their defiance of Faith,- never will their repentance be accepted; for they are those who have (of set purpose) gone astray.",,"['Divine Justice', 'Faith Apostasy']"
3|91,"As to those who reject Faith, and die rejecting,- never would be accepted from any such as much gold as the earth contains, though they should offer it for ransom. For such is (in store) a penalty grievous, and they will find no helpers.",,"['divine-justice', 'hell-warning']"
3|92,"By no means shall ye attain righteousness unless ye give (freely) of that which ye love; and whatever ye give, of a truth Allah knoweth it well.",,"['selfless-giving', 'divine-knowledge']"
3|93,"All food was lawful to the Children of Israel, except what Israel Made unlawful for itself, before the Law (of Moses) was revealed. Say: ""Bring ye the Law and study it, if ye be men of truth.""",,"['divine-justice', 'scriptural-authenticity']"
3|94,"If any, after this, invent a lie and attribute it to Allah, they are indeed unjust wrong-doers.",,"['Divine Justice', 'Truthfulness Honesty']"
3|95,"Say: ""Allah speaketh the Truth: follow the religion of Abraham, the sane in faith; he was not of the Pagans.""",,"['Divine Truth', 'Prophetic Guidance']"
3|96,The first House (of worship) appointed for men was that at Bakka: Full of blessing and of guidance for all kinds of beings:,,"['divine-guidance', 'sacred-spaces']"
3|97,"In it are Signs Manifest; (for example), the Station of Abraham; whoever enters it attains security; Pilgrimage thereto is a duty men owe to Allah,- those who can afford the journey; but if any deny faith, Allah stands not in need of any of His creatures.",,"['Divine Guidance', 'Spiritual Security']"
3|98,"Say: ""O People of the Book! Why reject ye the Signs of Allah, when Allah is Himself witness to all ye do?""",,"['Divine Witness', 'Faith Rejection']"
3|99,"Say: ""O ye People of the Book! Why obstruct ye those who believe, from the path of Allah, Seeking to make it crooked, while ye were yourselves witnesses (to Allah's Covenant)? but Allah is not unmindful of all that ye do.""",,"['Divine Justice', 'Covenant Betrayal']"
3|100,"O ye who believe! If ye listen to a faction among the People of the Book, they would (indeed) render you apostates after ye have believed!",,"['faith-protection', 'spiritual-seduction']"
3|101,"And how would ye deny Faith while unto you are rehearsed the Signs of Allah, and among you Lives the Messenger? Whoever holds firmly to Allah will be shown a way that is straight.",,"['Divine Guidance', 'Faith Strength']"
3|102,"O ye who believe! Fear Allah as He should be feared, and die not except in a state of Islam.",,"['Divine-Fear', 'Righteous-Living']"
3|103,"And hold fast, all together, by the rope which Allah (stretches out for you), and be not divided among yourselves; and remember with gratitude Allah's favour on you; for ye were enemies and He joined your hearts in love, so that by His Grace, ye became brethren; and ye were on the brink of the pit of Fire, and He saved you from it. Thus doth Allah make His Signs clear to you: That ye may be guided.",,"['divine-love', 'unity-unity']"
3|104,"Let there arise out of you a band of people inviting to all that is good, enjoining what is right, and forbidding what is wrong: They are the ones to attain felicity.",,"['righteous-community', 'moral-guidance']"
3|105,"Be not like those who are divided amongst themselves and fall into disputations after receiving Clear Signs: For them is a dreadful penalty,-",,"['Divine Warning', 'Unity Importance']"
3|106,"On the Day when some faces will be (lit up with) white, and some faces will be (in the gloom of) black: To those whose faces will be black, (will be said): ""Did ye reject Faith after accepting it? Taste then the penalty for rejecting Faith.""",,"['divine-justice', 'day-judgment']"
3|107,"But those whose faces will be (lit with) white,- they will be in (the light of) Allah's mercy: therein to dwell (for ever).",,"['allah-mercy', 'divine-reward']"
3|108,These are the Signs of Allah: We rehearse them to thee in Truth: And Allah means no injustice to any of His creatures.,,"['divine-justice', 'allah-mercy']"
3|109,To Allah belongs all that is in the heavens and on earth: To Him do all questions go back (for decision).,,"['Divine Sovereignty', 'Divine Judgment']"
3|110,"Ye are the best of peoples, evolved for mankind, enjoining what is right, forbidding what is wrong, and believing in Allah. If only the People of the Book had faith, it were best for them: among them are some who have faith, but most of them are perverted transgressors.",,"['Divine Favor', 'Moral Accountability']"
3|111,"They will do you no harm, barring a trifling annoyance; if they come out to fight you, they will show you their backs, and no help shall they get.",,"['Divine Protection', 'Enemy Weakness']"
3|112,"Shame is pitched over them (Like a tent) wherever they are found, except when under a covenant (of protection) from Allah and from men; they draw on themselves wrath from Allah, and pitched over them is (the tent of) destitution. This because they rejected the Signs of Allah, and slew the prophets in defiance of right; this because they rebelled and transgressed beyond bounds.",,"['Divine Wrath', 'Moral Consequences']"
3|113,"Not all of them are alike: Of the People of the Book are a portion that stand (For the right): They rehearse the Signs of Allah all night long, and they prostrate themselves in adoration.",,"['righteous-living', 'spiritual-connection']"
